Tweet,Message/tweets,Match,Polarity
1190, SeanDavid Countries with new cases currently below the 5 day average USSpainItalyGermanyFranceChinaIranUKCanadaBrazilSou,,Neutral
1191,I feel like I say it everyday but this timeline is buckthefuckwild This is a great thread from Steakumm which ,"great,like",Positive
1192,Another priceless oped from the Communist news organ,priceless,Positive
1193,CBSNews Thats why I wouldnt give the US shit  Canada shouldnt even have to remind them,shit,Negative
1194,Sport Match this game of spatialorientation is designed to help children develop criticalthinking personal an ,,Neutral
1195,lmrvct lt til si viviera en estados unidos para ir de estado a estado pero desde canad no le hace faltade ve ,,Neutral
1196,The reason I ask,,Neutral
1197, AleCrespoF Delcy dice q son pruebas rpidas y no incluyen las del INHRRVzla PCRDe esas segn OCHAVenezuela se han hecho 1779,,Neutral
1198,CanadensisMax Sadly no Apparently if you read the replies to the original this was in Pennsylvania Still Im ,,Neutral
1199, MLInstitute Chinas hostage diplomacy with Michael Kovrig and Michael Spavor has worked against them because its created so much pop,"worked,hostage",Neutral
1200, carlyweeks Two narratives are emerging as Canada battles COVID19 Western provinces see signs of hope while Ontario and Quebec fight,,Neutral
1201,WlwShipLover Honestly so true Im in Canada and I still cant believe how far these QUEENS have shared their love ,love,Positive
1202, lrwsweeney Ontario hospitals ban healthcareworkers from working in both Ontario and US hospitals,,Neutral
1203,Heisenbergul CBCQueensPark CBCToronto Yeh I know but the same for Canada as a whole To be fair there are sick p ,"fair,sick",Neutral
1204,geekAron SamMobiles MaxWinebach xdadevelopers You should have gotten it then Mine is originally N975W Canada ,,Neutral
1205,my manager called me into her office to try Canada Dry bold lmao,,Neutral
1206,Dunkaroos please come back to Canada,,Neutral
1207,HillaryClinton ,,Neutral
1208,B2B Founders What NOT to do when expanding to the US and Canada  From launching too early to casting too wid ,,Neutral
1209, Retiredsars Even when you go to Canada there is nowhere Toronto   ,,Neutral
1210, JamesThorburn Okotoks teen 3D prints dozens of face shields for healthcare workers amid COVID19 outbreak  CBC News ,outbreak,Negative
1211, sdaparatus Not sure if this is just a US holiday but Im 110 in favour of a little cultural appropriation and celebrating NationalB,favour,Positive
1212, CBCAlerts A shipment of N95 masks for frontline healthcare workers is expected to arrive in Ontario today after Trump administratio,,Neutral
1213,Trinityneo2 cheyamuir fordnation ODSPAction What do you need maybe TorrensJonathan can help If not he may kno ,,Neutral
1214,Despues de la cuarentenaUn viajecito a PR otro a Disney FL y Cali Un crucero para celebrar mi aniversario d ,,Neutral
1215,realDonaldTrump You ignored it and praised China at the same time You understand no one believes your constant bl ,,Neutral
1216, STYXtheBand Too Much Time On My Hands live at Casino Rama in Ontario Canada 2015 styx styxtheband ,,Neutral
1217,Devinbret CamOflage Issues exist in Canada Its tone deaf to suggest otherwise,deaf,Negative
1218,We would like to extend our gratitude and appreciation to all Islanders for respecting our temporary Parks Canada c ,"gratitude,like",Positive
1219, ATENCIN Amigos de Emigra a Canad  Sabias que puedes migrar  bajo el programa Canadian Experience Class ,,Neutral
1220,jkenney Shopify Thats a straight up Btch move Selling out hard core How bad are things well Kenny is making ,"well,bad,hard",Negative
1221, duckerbodog mikerockland wake upthey want us dividedtogether we are strongMy Canada is All of Canadastop this bullshitand,,Neutral
1222,ServiceCanadaE hi i try called service canada about EI but suddenly its hang up and disable to be call again,"disable,hang",Negative
1223, HonAhmedHussen Today we remember one of the darkest chapters in recent history  the 1994 genocide against the Tutsi in Rwanda On,genocide,Negative
1224,Chinese telecommunications giant Huawei is quietly flying millions of masks to Canada as health authorities and h ,,Neutral
1225, colinkorolppc North America needs to become energy independent While Saudi Arabia and Russia try to destroy our industry a revived C,destroy,Negative
1226,verscomics bomquando eu tiver dinheiro suficiente na vida pra me estabilizar eu vou sair do brasil e vou ou p ,,Neutral
1227,Coronavirus Canadas medical chief finally tells public that masks can help prevent Covid19 spreading  South Chi ,,Neutral
1228,CANADA WITH BABIES PALA HA HAHAHAHAHAHAHA danvicgm,,Neutral
1229, javipons De vdd son un REMEDO de oposicin  lo ms curioso es que AccionNacional la tiene en un cargo interno avsenle a la e,,Neutral
1230, nationalpost With COVID19 clampdown number of asylum seekers at CanadaUS border slows to a trickle ,,Neutral
1231, CZEdwards  well this will end badly For US3M relies on cellulose fiber from Canadian wood pulp to make these plus hundre,"well,badly",Neutral
1232,Trudeau says govt is offering fulltime jobs to military reservists Health Canada is recruiting volunteers to hel ,,Neutral
1233,Ive hosted countless live streamed shows amp summits for this company I hosted the first ever and only live video ga ,,Neutral
1234, javeedsukhera Attention resident doctors of any specialty working in Canada during the COVID19 pandemic Click below to learn more ab,,Neutral
1235,3M says they will be able to ship needed supplies to Canada from the US,,Neutral
1236,Their March break was two weeks earlier than ours and people were coming back  We learned from Quebec said H ,break,Negative
1237, DrinkAriZona Rumors confirmed Available in Canada,,Neutral
1238,JimWatsonOttawa ,,Neutral
1239,App Dingtone is nice for free calls amp texts Canada DancingBrasil,"free,nice",Positive
1240, erinjoslin Come on Canada,,Neutral
1241, CBCEnt Winnipeg family builds Lego video of Trudeaus COVID19 message to kids  ,,Neutral
1242, leahanneward Only Jason Kenneys UCP would try to clean up a scandal with someone central to another scandalableg ,"clean,scandal",Neutral
1243,If you told me 2 weeks ago that Id be buying 13 kilometres of fabric I would have laughed in your faceBut pro ,,Neutral
1244,boostmyfuel VincentCrypt46 realDailyWireCanada   ,,Neutral
1245, RMalmierca Nuevo diferendo entre EEUU y Canada Asunto es que solidariamente gobierno  realDonaldTrump prohibi a su empresa 3M,,Neutral
1246,PrivyCouncilCA to Ian Shugart Clerk of Her Majestys Privy Council in Canada07 April 2020Pending Order in Counc ,,Neutral
1247, NoLore Which is Canadas worst smaller city,worst,Negative
1248, CanadianHPCAssn Today is National Caregivers Day on this special day we celebrate the efforts of caregivers Canadian Home Care Assoc,celebrate,Positive
1249,Point de presse du premier ministre du Canada JustinTrudeau  partir de Rideau Cottage Ottawa  entendre gale ,premier,Positive
1250,brittweets2 EnactusCanada I believe Enactus is the best opportunity to build your strengths amp develop your brand ,best,Positive
1251, CBCNews Its very hard to know exactly why Some parts of it are luck and some parts of it are being prepared  Dr Bonnie Henry,"luck,hard",Neutral
1252,Happy 30th Birthday mertshepard  Excited for the next 30 and more quantined or notAMertica 30yearsyoung ,,Neutral
1253, TundeTASH If you are going to apply for a Study Visa to Canada after the lockdown heres a StepbyStep guide of how to apply online,,Neutral
1254,WE LOVE TUESDAYS NEW EPISODE OUT NOW  Podcast Toronto Canada Quarantine US UK Australia TheElephantRoom ,,Neutral
1255,Hundreds of thousands ofCanadian applied for The Canadian Emergency Response Benefit CERB yesterdayPlease find o ,,Neutral
1256,EnactusCanada For economic   Ive said it from the beginning its not just my goal to put food on the table for ,,Neutral
1257,Quibi Downloaded Over 300000 Times On Day One In The US And Canada Versus 4 Million Installs For Disney At La ,,Neutral
1258,Information from BLGLaw about what Canadas provinces are doing to address price gougingBLGPublication  ,,Neutral
1259, bctqqftc Le BCTQ se joint au Groupe de travail du secteur de la production sur la COVID19 cr  linitiative du CMFFMCFR et de,,Neutral
1260,Im sad because my book wont arrive until next week and all my Check Please stuff is back in Spain while Im quara ,sad,Negative
1261, MercedesGlobal Im working on your questions about the CERB I should have more time this afternoon Its been nonstop journo output,,Neutral
1262, ceaofficialnews Many of you have a lot of questions about the Canada Emergency Response Benefit and especially about the resources ava,,Neutral
1263,100 Cotton Shirt Oxford Plaid Striped ShirtsVisit Russia France Italy Germany ,,Neutral
1264,LiPeng4BTC Hi Li alongside our dealer network we are working with Kruger Products to deliver the essentials to f ,,Neutral
1265, CanadianPhotog1 a Shorteared Owl cruising overhead wildlifephotography nature wildlife birding birdphotography Canon wild na,wild,Negative
1266, coronawatch Country breakdown of all confirmed cases of COVID19 USA 311637Spain 130759Italy 124632Germany 96108France 89,breakdown,Negative
1267,LaurentianNews Laurentian News ServiceLaurentianNewsSBLeftie News ServiceLeftieNewsCorrupt dish ,,Neutral
1268, spectatorindex Coronavirus deathsItaly 16523Spain 13169US 10662France 8911UK 5373Iran 3739China 3331Netherlands,,Neutral
1269, crazyunlikeafox InterurbanE My favorite dieselhydraulics are the ones GMD made in Canada which also never really caught on with cus,favorite,Positive
1270, CCCRF One wonders why is the discussion of this therapeutic measure not allowed in Canada Get in the way of an ability to take adva,wonders,Positive
1271,DavidBrunoca CBCNews False  HK Singapore amp Taiwanbelow Jpn on graph but not included  ridiculous PC dismiss ,ridiculous,Negative
1272,Their CEO is taking a 30 percent pay cut through 2020 salary increases are canceled for all US and Canada employee ,,Neutral
1273, HazelEros Why is BC flattening the COVID19 curve while numbers in central Canada surge LorneNystrom,,Neutral
1274, BCFerrys We are seeking clarification from the Transport Minister regarding the order to cut passengers in half ,,Neutral
1275, NorbertElekes NEW Canada reports 1155 new cases of coronavirus and 52 new deathsA total of 16667 cases and 359 deaths,,Neutral
1276,NEW Software blog post dropping this Thursday on the MLT website softwaredevelopment database ,,Neutral
1277,CTVNews This donation should not in any way effect Canadas decision to let this Chinese communist led company joi ,led,Positive
1278, MccarronTed Honestly How is it this useless govt can continue to allow this to happen STOP THIS TRUDEAU Do your job ,useless,Negative
1279,For fellow journalists in Canada that might need help with South Asian languages I can also read and write Hindi a ,,Neutral
1280,After Pres Trump bans mask exports infuriated Canadians remind US they helped during 911 CBSNews rpts ,"helped,infuriated",Neutral
1281, DCARVSgt To those who wish to protest their right of freedom read this and protest all you like after this pandemic Now is not the,"freedom,like,right,protest",Positive
1282, DurBabushky CBCQueensPark CBCKatie Herb71295950 He48300141 cdlmh PDK4863 ZackSlater54 krisluvsskiing johnjakester lambejo,,Neutral
1283,Air Canada ACDVF  Investment Analysts Weekly Ratings Changes ,,Neutral
1284,HighParkBrewery and IntrepidTravel teamed up to donate 1 to local food banks through Food Banks Canada and plan ,,Neutral
